helpfulVotes,id,reviewDate,publishedPlatform,rating,text,title,travelDate,tripType,username,userLocation,state,country,computed_sentiment
1,645620947,2019-01-13,MOBILE,5,This is a really good theme park. Two tips: get the express ticket to go to the front of the queue. Otherwise you could queue for an hour in the heat for some rides. Also the grill in the New York area does surprisingly good food for a theme park,Wonderful,2019-01-01,FAMILY,KiwiTraveller43,"Auckland, New Zealand",Auckland,New Zealand,1
1,645570685,2019-01-13,MOBILE,5,"It was great fun to start 1st of Jan 2019. 
Lots of rides and places to see. 
We spent whole day there yet could not get enough with it. We enjoyed the most Transformers and Revenge of the Mummy rides. 4D Shrek experience was amazing. Water World show was splendid. Enjoyed the shopping in the end.",Great Fun,2019-01-01,COUPLES,Neo,"Dubai, United Arab Emirates",Dubai,United Arab Emirates,1
0,645492403,2019-01-13,MOBILE,5,"定価のチケットは高いので事前にwebで購入しておくべきです。
正規のホームページでは、MasterCard決済で5パーセント割引です。
またお土産もMasterCard決済で10パーセント割引のようです。
平日は空いています。
園内の水は高いので、入る前に持って行くか、水飲み場で飲むべきです。",楽しいですが、狭いです。,2019-01-01,FAMILY,わんじ,,,,1
1,645449408,2019-01-12,MOBILE,4,Great fun for all. Recommend that you get there early to beat the crowds.  We arrived as it opened and were able to get on both roller coasters within 30 minutes. Later in the day the wait time was 60 minutes. Gets very busy later in the day.,Get there early!,2019-01-01,FAMILY,Blokks,"Melbourne, Australia",Melbourne,Australia,1
0,645439121,2019-01-12,MOBILE,4,"The mummy and tranformer make me crazy
The jurasic park you show me like real dinosaur, woooooow i like it,,,,,,,
Thanks you singapore",Great experience,2018-06-01,FRIENDS,Jay Co,,,,1
0,645337003,2019-01-12,MOBILE,2,Like I said if you’re going with young children then sure it’s a place to go to but for adults I would say no not much to see extremely overpriced and I didn’t enjoy it at all. Just an extremely overpriced Disney World,If going with kids? I guess it’s okay,2019-01-01,FRIENDS,Wine dude,"Singapore, Singapore",Singapore,Singapore,-1
1,645326870,2019-01-12,MOBILE,4,1月2日に行きました。オープンから行きましたがトランスフォーマー60分待ちCylon70分待ちでした。Expresspassは購入していませんでしたが、Express passの列も混んでいて待ち時間が発生しているようでした。,混んでました,2019-01-01,COUPLES,Timtom,"Tokyo, Japan",Tokyo,Japan,1
2,645289878,2019-01-12,MOBILE,5,"Kids (14 and 10) loved the park with all the rides such as transformers, revenge of mummy (pitch dark roller coasters) etc.  Express pass is not cheap but is worthwhile to get most of your day. Trick is look for rides and shows like water work, in between the roller coaster rides to calm yourself down. Singapore is warm but water cooler is available at every toilet stop. Food and drinks are relatively more expensive than those available out of theme park (can of coke is $4) suggest to buy a bottle of mineral water in and refill along the way. If possible, bring a change of clothes and /or poncho ( for some rides and in case of rain)",High adrenaline trip,2019-01-01,FAMILY,meow_Spore,"Singapore, Singapore",Singapore,Singapore,0
1,645285878,2019-01-11,MOBILE,5,"A fun place as expected! Thankfully it was not so crowded during my visit as it was on a weekday. One should try all the rides especially the iconic Mummy, Rapids Adventure and Transformers; as well as watch all the shows especially Waterworld! The show was as not as great as the one in LA but still worth it!",Fun fun fun!,2019-01-01,SOLO,Cristina G,"Dubai, United Arab Emirates",Dubai,United Arab Emirates,1
0,645273949,2019-01-11,OTHER,3,"The fast passes make an excursion here very expensive but, in my view, necessary if we were to avoid significantly long queues (especially in the first half of the day). 
It wasn't super busy when we were there but folks were waiting over an hour to ride popular attractions. I don't think this is acceptable with young children.
For older kids (8+) there are only about 6 interesting/thrill rides.",Fast Passes Saved the Day.,2018-08-01,NONE,Steven Kjaer,,,,-1
0,645255547,2019-01-11,MOBILE,5,They provide rides with good mix for small children and adrenaline chasing adults. Very enjoyable and hassle free to purchase the tickets (since we went on low season there weren't any long lines),Fun for kids and adults alike,2019-01-01,FAMILY,76yessyy,,,,1
2,645221443,2019-01-11,OTHER,5,"We did this on the last day of our Singapore holiday. By then I realised the locals all sleep in and you need to go early. We got to the gates at 9.30am ready to open at 10am. As soon as they opened the gates (actually a few mins before advertised 10am) we ran to the rollercoasters. The first 3 rides had zero queue. Jurassic world opened at 11am so we made sure we were first one of the canopy ride. By lunch time the wait times were 1 hour for all the good rides. If you go, you must begin at 10am sharp and rush through all the good rides first. Plan with the map where to go so you don't waste time. If you are going to start later and don't plan I don't think you will like it unless you really enjoy standing in lots of queues in the heat. We left at 12.30pm having done most rides we wanted.",Good rides but gets crowded. Go early,2019-01-01,FAMILY,Tara L,,,,1
1,645171141,2019-01-11,MOBILE,4,"We had express passes which really weren’t needed given the fact that they didn’t have many rides to begin with. Which is why I only gave this 4 stars.
Over all it’s a very nice entertaining walk, with shops, dancing and characters all over. 
My favorite ride was the transformers 3D ride it was so fun and entertaining! 
And the Sherk show is a MUST! 
You won’t be hungry while here because they have so many restaurants that are literally walking distance. 
Unfortunately, it rained while we were there, which brings me to my point that the staff there actually walked through the park to make sure everyone had a plastic full length rain coat, free of charge!",Not As Nice.,2019-01-01,NONE,Naireman A,"Cleveland, Ohio",Cleveland,Ohio,1
0,645153900,2019-01-11,MOBILE,5,we travel in singapore and universal studio is on our list..its really fun there and worth the wait in long line for the rides,feels young,2018-02-01,FRIENDS,soluna t,Male,,Male,1
0,645119265,2019-01-11,OTHER,5,Remember to enter using the cable way.  Great views.  Also remember to pay the extra money and take the express pass.  Lines to activities can be long.  A wonderful experience and lots to do.  Make sure that you allocate a full day for universal studios.,Worth the money,2018-12-01,FAMILY,ZiyaadErnie,"Bethal, South Africa",Bethal,South Africa,1
0,645118726,2019-01-11,MOBILE,4,Universal Studio of Singapore is one of main attraction for tourists. I already visited Universal Studio of Los Angeles in USA so this one is very small place as compare to that but it is nice to visit and enjoy one full day. Visit is hectic and full of enjoyment specially for kids and families and thrill seekers. We enjoyed all the rides though waiting time for each ride is long. Most attractive is big rollercoaster and 4 D rides and movies. Because of Christmas and New Year gathering and fun is many more.,Adventurous Tour,2019-01-01,COUPLES,Kausar Wali,"Gujranwala, Pakistan",Gujranwala,Pakistan,1
0,645116050,2019-01-11,MOBILE,5,"We had a whole day spent at Universal from the opening till the closing time, still we were left wanting for more. We tried all the popular rides.. Transformer, Galactic rollercoaster, Mummy, Madagascar, Shrek 4D. One tip is to get skip the line tickets if u need to cover all the rides.
We watched the closing time parade with Christmas celebrations & Santa.",A must for kids & adults,2018-12-01,FAMILY,Shaileshak,"Doha, Qatar",Doha,Qatar,1
0,645085441,2019-01-10,MOBILE,5,"Loved our visit to Universal Studios - line ups weren’t too bad & there was plenty of space - not as crowded as other fun parks we have been to before.
Plenty of options & different types of shows/rides for all ages.",Action all day,2019-01-01,FRIENDS,Cheryl P,"Adelaide, Australia",Adelaide,Australia,0
0,645083708,2019-01-10,OTHER,4,This place is well planned and best for family visit. Avoid holidays as the waiting time soars. Have rides for everyone.,Nice Rides,2018-12-01,FAMILY,janaavijit,"Bengaluru, India",Bengaluru,India,1
50,645058672,2019-01-10,OTHER,5,"We started by taking the tram tour. Universal Studios Singapore has lots of amazing rides (over 20 different rides) but long queues for many, real-looking sets for movies, shows, themed zones, lots of dining options, and much more. We especially enjoyed the Jurassic Park ride, Water World, and the Hollywood Parade. A very lively park with great ambiance. The park is clean and well-maintained. Staff are very friendly and helpful.","Enjoyable by people of all ages, but especially for kids 12 and under",2018-12-01,FRIENDS,KodoDrummer,"Buenos Aires, Argentina",Buenos Aires,Argentina,1
1,645057761,2019-01-10,OTHER,5,"We had a great fun day out at Universal Studios Singapore! We brought the express pass as we thought it was going to be really busy, park was not that busy but definately helped get around the rides quicker. You can only use the express pass once for each ride, was great as we were able to do our favourites twice.",Great fun!,2018-12-01,COUPLES,Dunnersfireman64,"Dunedin, New Zealand",Dunedin,New Zealand,1
0,645056340,2019-01-10,MOBILE,3,"Universal studios make a nice day out but expensive for entry and refreshments when inside.
The rides are quite good but in reality you would find more in a theme park.
A big minus is the express ride system, I find it quite sad that they employ a 2 class ride event.
You can be waiting ages for a certain ride while others who have admittedly paid more jump to the front.
Not good in this day and age.",Good but expensive,2019-01-01,COUPLES,Mike W,"Bury St. Edmunds, United Kingdom",Bury St. Edmunds,United Kingdom,1
0,645049656,2019-01-10,MOBILE,5,"Very enjoyable place, full of breathtaking thrilling games and interesting movie based compartments, One very important tip: buy the golden ticket to skip very long queues in games, and don’t forget to buy souvenirs.",Amazing,2018-12-01,FRIENDS,Mohamed Eltantawi,"New York City, New York",New York City,New York,1
2,645040854,2019-01-10,OTHER,5,"As SIngaporeans, we had never visited the USS before so the trip on 10 Jan 2019 was something we were looking forward to. Bringing four kids (aged one half months to 6 years old) was challenging (given the Singapore heat) but overall the visit to USS was a very pleasant experience. 
Pros:
- Very good toilet facilities. having lots of water coolers all over the park helped saved a ton of money as we did not have to buy the pricey soft drinks. 
- Going at a off peak period, it was generally enjoyable as the smaller rides were empty. This is very good for families with young kids, generally we did not have to wait more than 5-10 minutes (without express pass).
- Park was stroller friendly and the generally small size of the park meant that we could revisit places we missed pretty easily.
- Friendly staff and the ""child swop"" option allowed us to take turns to join our kids on certain rides without having to queue all over again.

Tips to enjoy the park
- Bring a water tumbler. Given the hot Singapore weather, you will need to top up your bottle at least 4-5 times a day. Having a water tumbler saves money on buying pricey soft drinks. 
- The food in the USS premises is very expensive, just go out of the park to eat and you save at least $5-$6 per meal. It takes less than 15 minutes to reach the entrance from the farthest point of the park. If you are like us with a family of 6, you get to save at least $40-$50 just by walking a little more
- Have a late breakfast or eat something substantial before you go into the park (assuming at 10am). That way you can have your lunch about 2-3pm in which you are able to avoid the sizeable lunch crowd.
- If there are certain rides you want to take but couldn't because of the long queue, go during the water world show (at 1pm or 415pm) as that the period where many visitors are watching the show thus considerably shortening the queue at those rides.",Excellent experience,2019-01-01,FAMILY,benjyboy81,,,,1
0,644955924,2019-01-10,OTHER,5,"I love universal studios so was so excited to see they had one in Singapore (since i used to live there and it wasn't there when i was there). And i was not disappointed - the rides were great fun, the wait times weren't too bad and the prices were also fine. I thought the rides were really well done too - universal has a knack for making the themes really good. 
I'd suggest spending the extra $30 on express passes as it's not that much money and does significantly shorten wait times.",Such a great time,2019-01-01,FRIENDS,Georgia C,"Sydney, Australia",Sydney,Australia,1
0,644881986,2019-01-09,OTHER,5,"spent X-Mas 2018 at USS, and what a day it was! took the 4D Transformers ride, Jurrasic world's Rapid Adventure and flyer ride, the Human, and Cylon Roller Coasters, Puss in boots, shreck 4D animation, Enchanted airways, and the water world show was SUPERB! the team showed its hard work and excellence. lastly, the christmas parade and the christmas fireworks at 10pm were just breathtaking and beautiful to watch!",X-mas 2018 with USS,2018-12-01,COUPLES,Mehak Rafique,,,,1
1,644866211,2019-01-09,OTHER,5,I visited to this place on 09/09/2018 with my two sisters and two bestfriends. We bought the ticket online and really have great time despite there were many people because it's holiday but still love the great entertainment of this place. The long queue didn't kill the fun,Fun Place to spent time with bestfriend,2018-09-01,NONE,rienyanasthasia,"Sampit, Indonesia",Sampit,Indonesia,1
2,644757256,2019-01-09,MOBILE,4,"유니버셜 스타벅스 매장내에 핸드폰 충전할 수 있는 공간이 부족했어요. 유니버셜 레스토랑은 전반적으로 맛이 별로였고, 슬러쉬를 주문하는데 판매대 위에 카드기가 보였는데도 캐쉬만 가능하다고 해서 결제가 불편했습니다.",전반적으론 나쁘지 않았지만 불편했던 것 위주로,2019-01-01,SOLO,grace0,"Seoul, South Korea",Seoul,South Korea,1
0,644680077,2019-01-08,MOBILE,3,"We tried to avoid the peak times and went early on the morning on a working day. At the very beginning it was still possible to access the rides quickly. Later the day the wait was up to one and a half hours for the beat rides. That was also due to the fast track which does not cost too much, if I remember and allows you to skip to the front of the line. I get the point, but it was super annoying, especially due to the locker system. They want you to put backpacks into lockers. Depending on how busy the park is, the time varies (more time for free in the evening). You get like 45 min for free and if you’re not back in time, you have to pay for rent and it’s not too cheap. The problem is, I left my cash and cards in the locker and due to long lines took longer than 45 min. A nice gentlemen lend us a couple of dollars to get the stuff out and then we could pay back. Annoying. 

To my surprise the food was reasonably priced, I have seen worse in amusement parks.

Some cool rides but not worth the wait. I guess that was my first and last visit.",Ok.,2018-09-01,COUPLES,Sabrina,"Lammi, Finland",Lammi,Finland,0
0,644676160,2019-01-08,OTHER,5,"We visited on 31/12/18 and although it was very crowded and the regular wait lines were long, up to 2 hours, we luckily has the express pass and never waited more than 10 minutes. If you're considering an Express Pass, and lack patience standing in lines like I do, then go ahead and get one. For the rides recommend the Transformers 3D ride as a 'must do' and for families - Shrek 4D. Despite the heavy rain in the afternoon the Battlestar Gallactica roller coaster kept running and although by the end of it I was soaking wet I was more than satisfied with the SCARE factor. This is not a cheap day out but it is one you will remember for a long time to come.",Fun all the way.,2018-12-01,COUPLES,Dean S,,,,1
0,644665260,2019-01-08,MOBILE,5,"We loved it! If you ever been to any other of the Universal parks, it's pretty much the same just a little smaller version. The rides & shows are awesome! It's a great fun time!",Great time!,2018-03-01,COUPLES,Josie O,"Fort Lauderdale, Florida",Fort Lauderdale,Florida,1
0,644661107,2019-01-08,MOBILE,2,Lagom mängd folk i parken men mycket besviken pga att attraktionerna var samma som på parken i Hollywood. Hittade 3-4 attraktioner som var något nytt. En hel del restauranger att välja på och man kan gå ur parken till ”mallet” utanför å äta på tex Hard Rock Café om man känner för det!,Besviken...,2019-01-01,NONE,Elsa E,,,,-1
0,644655844,2019-01-08,OTHER,2,"We visited USS on 29 Dec 18.. The long queues at every show/ride was at least half an hour, hence unbearable under the heat and high humidity. It was quite a tortuous experience for me. Though my son was able to acclimatize quite quickly to SG weather, but he did find the queues unbearably long under the heat.  He enjoyed the Water World Show and the Merry Go Round. He said that the roller coaster rides were too scary for a 9 year old. We were not able to go to every show/rides because we spent so much time queuing up, and by 6 pm, my son was dead tired. I would have bought the Express ticket if I had known of the option. Of the places we went to in Singapore, he rated this place last. It was also the most pricey of all the places we went to. He liked the cable car trip to and fro Sentosa. 
Food: quite pricey within USS, you could have got cheaper option just outside the USS compound. We did not take the latter option because of the long queues at every show/rides.
The queue may not be quite so long outside Singapore school holidays - but will never find out as we will not be returning.
The next day, we came to Sentosa again by train and he had a great time at the Pirate Ship water play at Palawan Beach, free entry. He told me that he enjoyed his time at the Pirate Ship much more than at USS. Food at Palawan Beach was cheaper. Good facility for kids water play here.",My son's rating of USS - last on his list of places in Singapore,2018-12-01,FAMILY,Herlotus,,,,0
5,644580864,2019-01-08,MOBILE,2,"По традиции посещаем с дочкой парки аттракционов, были во многих, в этот раз решили совместить знакомство с Сингапуром и парк. В общем, парк был лишним, он настолько проще своих европейских аналогов, что ради него лететь точно не стоит. Очень много народу, есть фаст пасс, по одному проходу на аттракцион, но даже и там очереди , иногда до 1,5 часов. Реально необычное было только одно - шоу трансформеров. Погода дождливая, при первых каплях закрывают все горки, из-за этого потом гигантские очереди. Вывод такой - если вы в Сингапуре оставили лишний день, погода солнечная, можно сходить. Но ожидать что-то типа Порт Авентуры не стоит. Там же на острове огромный океанариум, вот на него точно стоит потратить время. А может, сам Сингапур просто такой классный, что парк просто померк на его фоне...",Разочарование,2018-06-01,FAMILY,Alex_Ekb_1977,"Yekaterinburg, Russia",Yekaterinburg,Russia,-1
2,644515034,2019-01-08,MOBILE,4,"Universal is a must visit if you go to Singapore. It is quite pricey after ZAR conversion and if you opt for the fast passes, which does make a difference. We have been 4x times in the last 5 years and every time the park has been busy. This time as result we took the fast pass option unlimited. It works great and the kids did multiple rides on the same coasters. The Battlestar Galactica Cylon is the best. Got a normally grumpy teenager to smile for a day, so worth the premium.","Great, pricey for South Africans",2019-01-01,FAMILY,Ronald F,"Greater Johannesburg, South Africa",Greater Johannesburg,South Africa,1
1,644492731,2019-01-08,OTHER,5,"I was here on 31st December and I would say what a fine way to end a year and what a beautiful way to start a new year. Entered with park opening at 10:00 AM and left at 12:00 midnight when park closed, yet I missed so much - true one day isn't enough to explore the park, even with express pass, especially when you are with 4 year old kid and have to swap kid for certain rides with your partner.
Transformer, mummy, battlestar galactica - cylon were notably the best rides while my kid enjoyed madagascar and king julien merry go round. I was able to watch only one show and man what a show - Waterworld was like you were watching a movie being shot in front of you, of course without any retakes.
For food there are plenty of options, Oasis was my choice because of vegetable options too. One could walk out of USS too for cheaper options but then that's a trade-off between money and time.
Finally beautiful firework along with DJs was the best way to open your arms to a new year.

Tips: later of the day sees smaller queues everywhere especially when park is running for long hours. Ponchos are must on a rainy day and battlestar doesn't operate at such times. Taking a stroller is a very good idea with a little kid. Water is available everywhere to refill your bottle.",One day isn't enough,2018-12-01,NONE,Gaurav Verma,"New Delhi, India",New Delhi,India,1
1,644440002,2019-01-07,MOBILE,5,"日本のユニバーサルスタジオを想像して
混んでるのかと思いましたが、空いてて驚きました。
昼から少し混んできて人気アトラクションの待ち時間が50分になりましたが、ほぼ待ち時間無しでのれます。
エクスプレスパスは、日本で購入しないで当日の混み具合を見てから購入した方が良いです。",空いてました,2019-01-01,FAMILY,suma1447,"Kanagawa Prefecture, Japan",Kanagawa Prefecture,Japan,1
2,644422518,2019-01-07,MOBILE,1,"Ridiculously long queues of over an hour for nearly every ride. Very crammed waiting areas, with guests herded together like cattle in a slaughterhouse. Throw in the Singapore heat and humidity into the mix, and you have what I call an absolutely torturous experience. If you’re even more unlucky and have young kids in tow, prepare for some whining to go with the horror. Dining establishments are also very packed and food is overpriced. As a Singaporean, I’m seriously ashamed that the guests to my country are being tortured AND ripped off at the same time. And looking at the template responses from the management of this theme park, I can conclude that we can forget about any real improvement to the experience. 

You have been warned.",Totally sucks,2018-12-01,FAMILY,Sara,,,,-1
3,644355384,2019-01-07,OTHER,5,"Fui ao Universal já achando que seria bem fraquinho em comparação ao de Orlando, mas o parque superou minhas expectativas. Só é menor e com menos atrações, mas as atrações são tão boas quando. Achei excelente as duas montanhas russas. O cinema 3D do Shrek é melhor que o de Orlando. Vale muito a pena...",Superou expectativas,2018-12-01,NONE,Rosane_bio,"Araruama, RJ",Araruama,RJ,1
0,644341094,2019-01-07,MOBILE,4,Had a lovely time at Universal Studios. Full of activities for all ages. Explored majority of the rides. Fun filled experience,"Wonderful experience at Universal Studios, Singapore",2018-10-01,FAMILY,SAMRAT G,,,,1
0,644311058,2019-01-07,OTHER,5,We don't tried the main attractions here which is roller coasters but we had a great time here almost spend half day walking around these theme park. We enjoyed Egypt and Lost world theme most. Kids can enjoy even more here.,One of the best theme park ever seen,2018-10-01,COUPLES,Sandip K,"Kolkata (Calcutta), India",Kolkata (Calcutta),India,1
0,644190512,2019-01-06,OTHER,3,"I guess the kids like this sort of thing but for me it was too hot and bothering to walk around in the heat for hours on end, gets very testing by the end of it.  Lines miles long waiting for the attractions, i don't do lines well. In saying that there were two shows worth seeing but to me not value for money. The 4D place was worth the visit and water world show be warned if you sit close and low down you will get very wet. The line for the jurassic park show had 2 hour waiting lines so we gave that a miss so im not sure how that would have been.",Unimpressive visit sadly,2018-11-01,FRIENDS,Vee1963,"Perth, Australia",Perth,Australia,0
2,644185882,2019-01-06,MOBILE,3,Dopo aver visto ad hon kon parigi parchi giochi più grandi ed organizzati questo rimane bello da vedere ma è organizzato male. File interminabili per fare una corsa. Peccato dovevano organizzare meglio. Tanti soldi spesi all'ingresso.,Bello ma piccoli,2019-01-01,COUPLES,fra020672,,,,0
0,644176862,2019-01-06,OTHER,5,"The USS is one of the best theme parks in Asia, that makes it only crowded and overcrowded at certain times, luckily during my Christmas visit, the park was kept open from 10-10 so could do the maximum of rides available. Its certainly not possible to cover up every thing so just relax and leave something for your next trip to the place.
In case you are ina hurry then spend a bit huge bucks to get Express pass so that ytou can skip the queues at most attractions. The cost of that is almost double the normal price ticket and you need a normal ticket along with that too.","Best theme park, but very crowdy",2018-12-01,FAMILY,utkarsh3110,,,,1
1,644161710,2019-01-06,MOBILE,3,Great roller coasters but long waits! Very expensive for the amount of rides you get to do due to the queues! And the day we went was apparently not so busy! At food stalls that aren’t connected to food courts you can only pay with cash!,Long waits,2019-01-01,FAMILY,Julia C,,,,-1
0,644138756,2019-01-06,MOBILE,5,Enjoyed going to Universal Studios with various free rides which is included in the ticket price. An eye-opener. Coupled with cartoon characters to take photos with. Makes one young again. Indeed A memorable experience.,Simply fantastic,2018-11-01,FRIENDS,Victory,"Singapore, Singapore",Singapore,Singapore,1
2,644049581,2019-01-06,MOBILE,1,"This was supposed to be the highlight if our trip to singapore. The ques for all the rides were 90 to 120 minutes long. I am not prepared to waste my time on standing for hours on end.  Wish I had not bothered wasting my money. I wandered round for an hour and left.
Think we were unlucky as it was the weekend between Christmas and New year and was probably one of the most busy days of the year. That said I do think they should entry limit numbers as waiting for 2 hours to go on one ride can't be anyone's idea of fun. Very disappointed.",Didn't get on any rides,2018-12-01,COUPLES,Vicky Lomas L,"Eccles, United Kingdom",Eccles,United Kingdom,-1
0,644022892,2019-01-06,MOBILE,5,"Universal Studios Singapore is the best theme park I've visited so far! The rides are amazing and well maintained. Lot's of drinking stations and has a wide variety of food selection in and out of the park.

Expect a lot of people, long lines and wait queue. Tip: Don't bring too many stuff so you would not need to rent lockers that would really cost you a lot!",The best theme park I've visited so far,2019-01-01,SOLO,Lanz Cabrera,"Antipolo City, Philippines",Antipolo City,Philippines,1
0,643964020,2019-01-06,OTHER,4,"I liked the universal studio in every season like Halloween time, Christmas time they would always change new theme . You can see their efforts is there to welcome the guest to celebrate this festive period ! unfortunately, because of the season the queue-ing time for the rides was exceptionally long. You just have to bare with it ! Overall, I still love universal studio and the dancer and the staff and the acitivity there :)",Tones of rides you can't miss !,2018-12-01,SOLO,NitezAngel G,,,,1
1,643950118,2019-01-06,MOBILE,4,"This place was a great day trip. you do need a full day! We got inside there around 12pm - I would recommend getting there earlier though if possible! The only reason being that our first two ride attempt we waited 1 hour and 20 minutes for!!!!! After that experience we went and bought express passes for $80 each. Had we not bought express passes we would have only got on about five rides. I’m not sure if it’s because of the time of year we went (3rd jan?) it was peak around 2-4pm. Crazy busy. Most rides were in excess of 60 minutes wait. With the express pass about 10- 20 mins wait. Although the Jurassic Park one was 1/2 hour and for non express 1.5 hours!!

I loved the Egypt part and the mummy ride!!! Very fun!! 

The transformers was very good too! 

We did watch the 4D shrek  film which I found very cool too!",Fun day out!,2019-01-01,COUPLES,NatPR33,Australia,,Australia,1
0,643925988,2019-01-05,MOBILE,5,"Good place for adventure...!!
Had so much fun and one whole day is not enough to enjoy the place!

Will soon bring my kids here!",Fun!!!,2018-12-01,FRIENDS,Jali B,,,,1
0,643923834,2019-01-05,OTHER,5,"Singapur'da eğlenceli bir gün geçirmek istiyorsanız, yapacağınız şeylerden biri Sentosa adasını ziyaret etmek olmalıdır. Sentosa' da bir gününüzü ise Universal Studios' a ayırın derim ben. Çocukla yapılacak en güzel seyahat. Burada da ekspress card satın almanızı öneririm çünkü sıra beklemek zorunda kalıyorsunuz.",UNİVERSAL ÇOCUK OLASIM GELDİ,2018-02-01,SOLO,Hülya K,,,,1
0,643922600,2019-01-05,MOBILE,4,"We went to USS expecting to spend a whole day there but in the end we left after a few hours. There are certainly a number of decent rides and queues do form early straight after park opening. However, the heat is a real factor. You get a bit unenthusiastic after awhile for joining long queues. Maybe locals can handle it better.  Individual mileage will differ for overseas visitors. You can purchase an express pass once inside the park to skip queues but on the day of our visit, it was S$70 extra which was only a little less than the normal park admission. You really have to want to ride those rides multiple times to justify that amount of money. Word of advice, queue up for transformer ASAP. You can also re-enter the park multiple times (just get a stamp) so you can go out, get lunch at the gentrified hawker centre and then go back in. The park feels smaller than the one in LA or is it just more compact?",Same but different,2018-12-01,FAMILY,captk2071,"Sydney, Australia",Sydney,Australia,1
0,643918440,2019-01-05,MOBILE,4,"We take long holiday to Universal Studio, its very awesome together with them. In every single area have long queue to enter the playground area. Every nation from many countries do the queue without complain and very patient to do it.
Transformer station is very awesome for all my kids, they use high technology to bring us in 4D film.",End of year at Universal Studio,2018-12-01,FAMILY,Stanley Syamtori,"Jakarta, Indonesia",Jakarta,Indonesia,1
0,643918285,2019-01-05,OTHER,2,"Crowded and blistering hot. I guess Singapore weather is just not suitable for theme parks. you can easily get heat stroke due to the endless waiting in lines.
Go there for the experience and nothing else.",Crowded and blistering hot.,2018-02-01,SOLO,Tan Jun Wei,"Singapore, Singapore",Singapore,Singapore,-1
0,643900006,2019-01-05,MOBILE,5,"I have been to universal studios in Hollywood but I think Singapore’s facilities are just as good, if not better! Although the wait time can be lengthy it is worth the wait and you can easily spend an entire day there!",Loved it!,2019-01-01,NONE,Lauren,,,,1
0,643890622,2019-01-05,MOBILE,5,Maybe the smaller side of the usual universal studio.. But enough for our young kids. Go in weekday less crowd!,Small universal studio,2018-11-01,FAMILY,JMyer,"London, United Kingdom",London,United Kingdom,1
6,643823628,2019-01-05,MOBILE,4,"公式サイトを見て大晦日と元日はExpress Passが売って無かったので、きっと激しく混雑するのだろうと思い、1月2日に行きました。

が、1月2日も結構混んでいました。

最も混雑していたのはジュラシックパークで100分待ち。

その他も40〜60分待ちがデフォって感じでした。

一応Express Passを購入したのですが、パスを持っていてもどれも2〜30分は並ぶような状況で、ジュラシックパークは1時間待ちだと言われました（これは結局30分ぐらいで乗れたけども）。

事前にネットで調べたら「コンパクトだから半日あれば全部回れる」とか、「多少混んでてもExpress Passがあれば全部回れる」みたいな情報が多かったが、実際は開園から17時までで半分ぐらいしか回れなかったです。

Passを買う人が多いので結局混む。
ちょっとExpress Passを過信しすぎていました。

この日のExpress Passは一人60ドル（Unlimitedは90ドル）だったけど、値段分の価値があったかどうかは正直微妙だと思った。
この日Unlimitedが不要なのは間違いなかった。

年末年始の混雑状況の情報があまり無かったので、誰かの参考になればと思い投稿しました。

ま、それでもTDLに比べればまだマシだし、パスがあれば半分ぐらいの待ち時間で済むので、割り切れれば楽しめると思います。

我が家もなんだかんだ言っても楽しかったです。",1月2日のUSS混雑状況,2019-01-01,FAMILY,PinkFramingos,"Yokohama, Japan",Yokohama,Japan,1
1,643801890,2019-01-05,MOBILE,2,"se si hanno dei bambini piccoli è chiaramente  da visitare ma per chi è  già stato in altri analoghi  parchi a tema (Orlando, Parigi ecc.)il confronto è  schiacciante. Le attrazioni sono carine ma limitate e le file interminabili..si può  saltare  la fila acquistando l'express pass ma se preso all'entrata costa più  del biglietto  stesso  ed on line è  impossibile prenotarlo ( ho provato con carte di credito differenti ma al termine del processo la transazione non andava mai a buon fine...)insomma..mettete in conto un bella somma e fatevi un giro solo se non avete nulla di meglio da vedere",universal studios ...mah,2019-01-01,FAMILY,minuscolina,,,,-1
2,643695607,2019-01-04,MOBILE,4,"We visited with our 10 and 14 year old.  We got tickets from our hotel so we didn’t have to line up and arrived at the park at opening time.  First ride we did was Transformers and we had a 40 minute wait.  In hindsight we should have done this ride later in the day when wait time for this and the Mummy were both under 10 minutes.  We did all the rides,  peak time was 1-3.  Food expensive and we could have taken food in as no one checked our bags but it is a risk that you take.  Our 10 year old loved his day here and we are glad we came.  I wouldn’t waste money on the express ticket but do be prepared to wait for the larger roller coasters.",Great day,2019-01-01,FAMILY,shacambray,"Adelaide, Australia",Adelaide,Australia,0
