helpfulVotes,id,reviewDate,publishedPlatform,rating,text,title,travelDate,tripType,username,userLocation,state,country,sentiment
0,578488408,7/5/18,OTHER,4,"despite warned huge rush weekend , itinerary planned way visit place saturday . got benefit senior citizen discount ( 50 % ) presenting passport age proof . weekend cost express pas also jacked . $ 80 ( full entry price ) . however single entry express card option also available $ 15 . expected place pretty crowded . managed get ride choice . overall place fall short expectation seen california & orlando studio universal . much bigger better singapore one .",Avoid visiting on weekends,1/3/18,COUPLES,mpsinghdelhi,"New Delhi, India",New Delhi,India,1
0,578483517,7/5/18,OTHER,4,"place 'll amazing time , everyone find entertainment he/she prefers , great place visit friend family .",Cool place,1/4/18,FAMILY,Diana K,,,,1
2,578436818,6/5/18,OTHER,4,"bought ticket online , issue . thing keep mind plan trip ... crazy crowded weekend , try avoid ... plus also studio .. buy vip pas .. whole day spent standing long q .. ’ amazing place otherwise ..",Universal studios trip,1/12/17,NONE,Addie,"Georgetown, Guyana",Georgetown,Guyana,1
1,578429768,6/5/18,OTHER,5,"look ticket price , matter thinking thing . presenting , joy radiated face . 'm trying tell one day enough enjoy game . take time place recommended everyone .",Best Theme Park in the world,1/4/18,FRIENDS,izzat_isa,,,,1
1,578418911,6/5/18,MOBILE,4,"standard offering universal studio bit professionalism friendliness singaporean people . great day . fantastic day , busy . transformer virtual ride amazing ! kid love ride plenty could go 5 8 yr old . staff fantastic really controlled people cutting line etc . full day great time !",Great Park for our Kids (5 and 9 yrs),1/1/18,FAMILY,LeonB,,,,1
0,578415362,6/5/18,OTHER,3,"much smaller scale universal usa first time kid enjoy experience , eatery ok ride ok even though many go said kid enjoy",ok for a first time visit,1/4/18,COUPLES,casinomelbourne,"Melbourne, Australia",Melbourne,Australia,1
0,578413465,6/5/18,MOBILE,5,"taken express pas , ’ read long queue . week day , pas cost u $ 40 , whereas ’ read trip advisor price high $ 100 sometimes . pas useful , weather hot , waiting queue would torture . though ’ allow food drink inside , drinkable water many place , carry empty bottle . lot nice ride . one short . especially liked light camera action show .",Nice,1/4/18,FAMILY,Sonali,,,,1
1,578395357,6/5/18,OTHER,2,"llegamos al parque cerca del mediodía , mucha gente la cola para los juegos iban desde 60min como mínimo la ma concurridas que tenia que esperar 200 minutos ! ! ! ! como si fuera poco , pequeñas lloviznas que alcanzaban mojar hacia que suspendieran los juegos . en 6 horas que estuvimos en el parque solamente pudimos subir 3 juegos .. con lo caro que e ! lindo el parque , la montañas tambien .. pero todo mi comentario anterior hizo sentir todo lo contrario . conociendo el universal de orlando , este le ata ni los cordones . pierdan tiempo aca , singapur tiene muchas cosas para hacer en vez de ir perder el tiempo ahi .. eso e lo que e , una perdida de tiempo ! aguante universal studio orlando .",No lo recomiendo,1/4/18,COUPLES,Pablo N,,,,-1
0,578326332,6/5/18,MOBILE,5,"must visit child . filled ride , well designed place full day fun frolic .",Wonderful trip,1/4/18,FAMILY,BhBala,"Mumbai, India",Mumbai,India,1
0,578303126,6/5/18,OTHER,2,とても空いてて快適です。大阪が混みすぎてるのが実感できます でも 良いことは それだけです アトラクションが少なく 更に3箇所がマシンメンテナンスでクローズ マミーは1時間後にオープンしましたが ジュラシックは動かずのままでした とても 物足りないです お客さんが少ないのも納得 スタッフは無愛想だし、あまり仕事ができません 教育されてないのか サービス業が向かない国民性なのかな お客さんは ノリが良くて楽しいです 再訪は無いです 価格程の価値はありません,いまいちでした,1/5/18,COUPLES,KMASAJP,"Sagamihara, Japan",Sagamihara,Japan,-1
2,578281945,6/5/18,OTHER,3,日本からチケットを公式サイトで予約して現地のカウンターで引き換えました。チケット引き換えは黄色いチケット売り場でなく、その奥の建物なので注意してください。開園前は引き換えにも少しは並びます。プライオリティパスは平日ならなくても大丈夫でした。園内の飲食店は高く、メルズドライブインでチーズハンバーガーとポテトのセットにドリンクを付けたら一人19ドルでした。園内のレストランはどこも高くホールピザ50ドルとかで驚きました。ｕｓｓへのアクセスは市内から電車で簡単に行けるので、オプショナルツアーに参加せず自分で行くことをお勧めします。,プライオリティパスは平日なら不要,1/5/18,FAMILY,tanu,,,,-1
0,578277869,6/5/18,MOBILE,4,enjoyable day universal studio enjoyed various ride little wait time also food reasonably priced,Amazing,1/4/18,FAMILY,Pat Q,"Caversham, Australia",Caversham,Australia,1
1,578266186,6/5/18,MOBILE,5,"varmt og varmt men mega godt . kan varmt anbefales . alt fungerer og alt er kanont på øen sentosa . vi lavede dog en fejl , vi kørte helt til universal studioes , mega fejl , vi skulle stoppet på fast landet og taget kabel car til sentosa . wow siger jeg bare - wow . vi besøgte så mange steder og prøvede så meget man kan med et 7 mdr gl baby . helt sikkert vi kommer retur igen . helt sikkert . taxi er derimod boget helt andet . pa på ! de snyder og svindler . de truer dig , kører forkert bevist og presser dig til betale meget ekstra . så lad være med benytte taxi chauffører af kinesisk herkomst . de er iskolde og tænker kun på penge . jeg er stor og mega hård , men når en søn på 7 mdr er med så må man acceptere de er som de er ! aldrig køre taxi med kineser singapore",Cool,1/5/18,FAMILY,Peter H. J,Hulhumale,,Hulhumale,1
0,578258073,6/5/18,MOBILE,3,"visited universal studio florida california , little disappointed . one fall short - really short . ’ quite expensive much smaller sister park . visited park 6 year ago school trip come back much time , hoping would much changed . expected , great ride ( e.g . transformer - amazing ! ) well equipped maintained day , felt little underwhelmed spent much money .",Underwhelmed,1/3/18,COUPLES,LauraLewsey,"Perth, Australia",Perth,Australia,1
0,578204660,6/5/18,OTHER,4,"location sentoza island make exhilarating place creates unforgettable memory . must visit everyone visiting singapore . blockbuster film ride different zone , hollywood madagascar place variety ride suit genre . top loved sensation , smell , beautiful skyline joyous feel place give ,","A place for people of all ages groups, beautiful location and awesome weather at all times. We loved thrilling rides.too",1/7/17,NONE,Shamina L,"Dubai, United Arab Emirates",Dubai,United Arab Emirates,1
0,578200824,5/5/18,OTHER,3,"dubai amusement park like img & dubai park much better ride , waiting time worthwhile ride extremely high 2 hour . heat terrible made experience even worse .",Overhyped,1/4/18,FAMILY,Sunil M,"Kochi (Cochin), India",Kochi (Cochin),India,1
0,578188004,5/5/18,OTHER,4,"one take sentosa express harbour front vivo city sentosa , 's also mile walk mall sentosa along broadwalk . universal open 10 , suggested reach earliest cover attraction lesser waiting line . 're single rider , make full use single rider queue major attraction . express pas suggested weekend waiting time usually upwards 45 min 2 roller coaster , mummy ride jurassic park enclave . plenty place eat , n't forget carry water bottle sunglass : )",Fun day in Sentosa :),1/5/18,NONE,rakshanya,"Chennai (Madras), India",Chennai (Madras),India,1
0,578177152,5/5/18,OTHER,5,"spent full day universal studio family . entry ticket sgd 76. reached early buy express entry pas wife self ( sgd 40 ) single entry ride unlimited express kid ( sgd 70 ) . price generally increase day better buy early . worth buying additional express pas queue get really long good ride ( hr ) end day would feel unsatisfied paying sgd 76 entry . food inside costly allowed come marking security team . finish food go back . allowed take small quantity food travelling kid . ride real fun option different age . waterworld show best part day , missed",Full day of unlimited fun with kids!,1/4/18,NONE,RajivTated,"Ahmedabad, India",Ahmedabad,India,1
1,578160039,5/5/18,MOBILE,4,"theme park relatively small cover attraction within one day . plan ride jurassic park rapid , may want bring poncho expensive . always opt get wet . dryer available also pay . revenge mummy , dual roller coaster thrill seeker . favorite ride still transformer . highly recommend ride . area used monsterrock replaced sesame street elmo ’ tv time , find boring geared towards young audience . liked old show better . ate discovery food court . selection asian cuisine .",Fun for the family,1/4/18,FAMILY,Mekris2000,,,,1
0,578131550,5/5/18,MOBILE,4,很少的地方。但景點密集，差不多全都是過山車。 沒有快證通常要等45mins 至2hrs . 完全不建議選星期日去玩，因為不知要排多久。,最少的環球影城,1/4/18,SOLO,Liam_go_wild,"Hong Kong, China",Hong Kong,China,-1
0,578127780,5/5/18,MOBILE,3,ride little one lot . kid enjoyed ridden everything 110 cm 4 year old tall enough noon . buy express pas need . wait time without ( random weekday ) insane 90 minute short .,Not the best for small kids,1/3/18,FAMILY,Katie_F07,"Addis Ababa, Ethiopia",Addis Ababa,Ethiopia,1
2,578048509,5/5/18,MOBILE,3,"enjoyed two big roller coaster red grey . mummy ’ revenge scary younger kid . transformer ride awesome . also like one water , locker rental fee ridiculous . line really long , ’ better buy express",Too many people,1/4/18,FAMILY,Irene Y,,,,1
0,578020038,5/5/18,MOBILE,4,這次是單獨出差，時間較短，沒時間入園，只在門口與「大地球」合影。 如帶上小孩到新加坡，建議前往環球影城，可以玩一整天，住宿可考慮島上的幾家酒店或 vivocity 對面的bay hotel。,帶上小孩到新加坡，值得前往,1/4/18,BUSINESS,Enjoy_journey 旅晴,"Hong Kong, China",Hong Kong,China,-1
1,578011520,5/5/18,MOBILE,5,outstanding day u . try hit big ticket right first thing morning big crowd expected thunder storm .. last hour - cue !,Oustanding,1/5/18,NONE,goodmcgee,"Launceston, Australia",Launceston,Australia,1
1,577971608,4/5/18,MOBILE,4,"small ok. nice place plenty ride smaller kid . ride bigger kid kid heart . unlike amusement park would better spend day . one day pretty much sufficient . ride may long line ride . long cue mummy transformer jurassic park rapid . , ride said waiting time 20 minute le . bad , friday . already prepurchased express pass . ’ want kid whining day . also purchase express pass site . ’ price may online think ’ subject availability depending crowd park volume . ’ hard photo character time given short queuing area quite long . ’ photo character . sweltering heat . ’ want stay long . migraine heat activated condition ’ difficult enjoy park . weather condition sg erratic . leave park , started rain hard , drizzle lasted 2 hour . ride also stop rain . ate chili ’ waiting rain subside . mummy , jurassic rapid , transformers- 5/5 light , camera , action far far away- 4/5 madagascar-3/5 smelled awful . something rides- average well . verdict may comeback . good place . small place explored day . ’ unfriendly weather condition hold back .",Bijou; elfin,1/4/18,FAMILY,Missy S,"Metro Manila, Philippines",Metro Manila,Philippines,1
1,577888340,4/5/18,MOBILE,4,"’ florida much smaller ride . get transformer , mummy , shrek 4d waterworld . also get light , camera , action introduced steven spielberg . unfortunately jurassic park ride usual pteranodon flyer massive queue . new ride high hope pus boot rollercoaster . unfortunately bit stop start ride seemed odd . park close 6pm arrive handy get whole park . singing troll show kid dancing show . ate diner found food selection poor . coke soda drink tasted like cleaning fluid went change got shouted free refill ! explained issue allowed fill cup another beverage . soda accessible customer ’ refill ? park ’ actually owned universal ’ appear website website rubbish showing ’ inside park . outside park lot restaurant shop . although coke stand also close 6pm chance buy bottle .",Like a sampler for Florida,1/4/18,FAMILY,Julie,,,,1
0,577837591,4/5/18,MOBILE,5,"came wednesday 15 minute park opened . ’ people attraction . first raiding “ revenge mummy ” , wife actually took , without people . easily took every attraction matter interested . food moderately good , toilet clean . prefer universal studio singapore japanese counterpart .",Really enjoyed,1/5/18,COUPLES,Sassasan,"Shinjuku, Japan",Shinjuku,Japan,1
0,577740087,3/5/18,OTHER,5,hot fan everywhere . went weekend waiting time 50 min .,A quick trip,1/4/18,FAMILY,Lawson66_13,"Buddina, Australia",Buddina,Australia,1
2,577547875,2/5/18,OTHER,4,"clean , get around whole place day . get busy end day . good variety ride & show see .",Universal family place,1/4/18,COUPLES,No1golfer2015,"Sydney, Australia",Sydney,Australia,1
0,577521586,2/5/18,MOBILE,5,"busy visited weekend totally worth . ride amazing , hour long wait transformer ride kid loved . ’ open till 10:00pm got ride twice towards end day wait transformer ride . miss singapore .",Fun day with the kids,1/4/18,FAMILY,Rohit R,"Sydney, Australia",Sydney,Australia,1
0,577498517,2/5/18,MOBILE,4,spent day staying nearby sentosa . two young child age 4 2. would great day running around adult older child young one lot . four year old short lot ride wanted shame . definitely wait till kid older . aside ’ nice spot plenty activity distraction,Say with the family,1/5/18,FAMILY,Dermandtegs,"Brisbane, Australia",Brisbane,Australia,1
0,577485152,2/5/18,OTHER,3,"universal amazing .. line ridiculously long ... transformer ride hour wait hot condition , child long wait , even got express pas crazy .. attraction fabulous .. allocated hour small child enter ride without pushed shoved older kid teenager .. experience ok",Fun but too busy for small kids,1/4/18,FAMILY,biancab884,"Perth, Australia",Perth,Australia,1
2,577461983,2/5/18,MOBILE,5,"universal studio singapore surely revives childhood . experience thrill exitement ride , amusement park , 5d theater magnificent show . one unforgettable experience life .",Bucket list experience,1/7/17,FRIENDS,Ellsworth S,"Cebu City, Philippines",Cebu City,Philippines,1
0,577306466,2/5/18,OTHER,5,really great place especially 've got bunch teenager look . get crowded get early get express pas ! ! ! everybody thank later .,Great Day Out,1/4/18,NONE,Sandy M,,,,1
0,577261226,1/5/18,OTHER,5,"universal la orlando thought would able ride lunch , full day entertainment , loved roller coaster . hope add harry potter world soon ,",Better than expected,1/4/18,FAMILY,Shaun B,"Sydney, Australia",Sydney,Australia,1
1,577183207,1/5/18,MOBILE,5,"much fun atraction . worth price , good ambience make holiday perfect .",Awesome,1/4/18,FRIENDS,Fauzan,"Jakarta, Indonesia",Jakarta,Indonesia,1
0,577114219,1/5/18,OTHER,5,patient enter place .. thousand people visit per day long queue always visible . best attraction singapore . tip : try go early morning enter within first 100 - 200 people . time go 5-4 attraction 4:00pm ( pared show begin ) best attraction : transformer ride ( 5d ) best show : 4:30pm show water park .,Excellent funday at Universal Studio,1/4/18,FAMILY,Lalantha Kurera,"Wellington, New Zealand",Wellington,New Zealand,1
0,577087197,1/5/18,OTHER,5,entertaining fantastic fun life ever recommended friend family enjoyable definitely come back,Excellent,1/4/18,COUPLES,Marina R,,,,1
0,577072030,1/5/18,MOBILE,5,놀이기구뿐 아니라 꾸며진 테마 자체가 재밌어서 돌아다니는 순간들이 다 설렜습니다 ㅎㅎ 비 왔는데 비 와도 좋았어요 우비입고 ㅠㅠ 최고 ! ! !,ㅠㅠ 너무 좋아용 재미있는 놀이기구 한가득,1/4/18,NONE,에슷투,"Seoul, South Korea",Seoul,South Korea,-1
3,576963651,30/4/18,MOBILE,3,"summary n't want read full review : 1 ) n't gate opening , come aroucnd 10:30-11 . 2 ) n't buy $ 60photo package . 3 ) n't expect spend day riding . 3/4 time us spend queue . 4 ) n't miss waterworld show . singapore many time . first time got chance take daughter ( 8yo ) us . another reviewer recommended , bought ticket klook package flyer admission . arrived park 9:45 , waited line get ( extremely hot , make sure hat and/or umbrella protect sun . would recommend arrive park time door open , avoid waiting line . left park 7pm , got chance get 3 rollercoaster ride attend 3 show . day spent roaming around us trying find ride le 45 minute wait.the moat popular ride 50 minute + waiting time ( 1 point 120 minute wait ) . dissapointed . got tired nothing . ride got chnace ride short . spent 30 minute line 2 minute ride . avoid donkey show , pathetic . 4d shrek movie bad . waterworld show must see . entrance us offer photo deal od $ 60 includes 1 photo printed + photo taken park available online . n't expect fotografer waiting take photo every attraction . fact , see entrance certain time meet greet time character . even ride foto supposed taken , camera broken . visit us .",A day wasted,1/4/18,FAMILY,Guzel_S,,,,1
1,576961282,30/4/18,MOBILE,4,"surprisingly , although weekend queue long . ride 10-15 wait , pretty decent . ride cater wide range age group park hot & humid . , get sun block ready , especially little one .",Hot day at the park ..,1/5/18,FAMILY,ncx,"Kuala Lumpur, Malaysia",Kuala Lumpur,Malaysia,1
1,576883370,30/4/18,MOBILE,4,drinking water free bring water bottle food drink pricy inside park . needed alot patience stay line ride . usually take 30 min ride . unless ready pay express u dont need q much . us bit small easily get crowded . toilet need maintained sometimes smelly .,Patience is a virtue,1/3/18,FRIENDS,jlpamintuan,"Singapore, Singapore",Singapore,Singapore,1
0,576859253,30/4/18,MOBILE,4,enjoyed ride cater child adult . even entrance ticket pricey need make worthy enjoying ride & show . even coming weekday q still long . meal 3 4 restaurant halal food .,Great Place for Family & Friends,1/3/18,FRIENDS,Fiza Hussein,"Kuala Lumpur, Malaysia",Kuala Lumpur,Malaysia,1
0,576736942,30/4/18,OTHER,5,"universal studio singapore great ! ! ride mostly fun . 's ride age . kid adult .... express ticket expensive nomal one , 's useful recommend . never get board eventhough stayed entire day . 's place must go get old .",awesome place to go,1/8/17,FAMILY,Chae Yun Y,,,,1
4,576736327,30/4/18,MOBILE,1,"für $ 76 ein tagesticket , nicht wenig ist und dann hat man wartezeiten von 60+ minuten bei eher etwas lascheren bahnen . bei der schnellsten achterbahn eine wartezeit von 2 stunden und 10 minuten , da beste aber ... plötzlich funktionierte die bahn nicht mehr ... wartezeit tschüüüüss ! jegliche art von tasche oder gepäck mus ein schliessfach eingeschlossen werden . diese schliessfächer sind ca . 10 meter neben dem eingang zu jeder achterbahn , aber auch hier eine endlose schlange und keine verfügbaren fächer . die schliessfächer sind zeitlich begrenzt und daher ist man gezwungen bei jeder achterbahn erneut alles einzuschliessen . der express pas kostet zum tagesticket nochmals $ 120 , total knapp $ 200 für einen tagespass ... totaaaaal überrissen ! ! ! würde ich niemehr machen ..",es gibt besseres!,1/4/18,COUPLES,Sonja B,,,,-1
0,576694549,29/4/18,MOBILE,5,"none u family enjoy thrill ride bit skeptical going universal studio . pleasantly surprised see place much offer roller coaster . place divided based theme like hollywood , madagascar , egypt , etc . ride ( slow one well thrill ride ) , live show ( like marilyn monroe dancing ) , activity like face painting plenty photo opportunity character inside theme . took u 5-6 hour see whole place .",Something for everyone,1/4/18,FAMILY,JyotsnaRamachandran,"Chennai (Madras), India",Chennai (Madras),India,1
15,576675894,29/4/18,OTHER,1,"apparently discount ticket klook tourist us need see passport departure card want upgrade season pas 1 day ticket . n't use way told last friday changed . us helpful convert klook ticket ( say tourist ) pas without tourist . advised get refund klook `` legitimately sold tourist ticket '' . well , klook disagrees refund . also agree us checking tourist first selling ticket . classic finger pointing leaving consumer luck . bottom line - beware tourist purchase klook ticket . according us ask proof tourist letting use ask want convert pas .",Be careful if you buy ticket on Klook,1/4/18,FRIENDS,Nicole K,"Yogyakarta Region, Indonesia",Yogyakarta Region,Indonesia,1
1,576674526,29/4/18,OTHER,3,各乗り物に一度づつ使用できるファストパスとすべての乗り物に何度も乗れるファストパスがある。 一度づつ乗るだけで、だいたい半日以上かかる。なので、これで十分。,暑いのでファストパスがマスト,1/3/18,NONE,智司 高,"Svay Dangkum, Cambodia",Svay Dangkum,Cambodia,-1
0,576659915,29/4/18,MOBILE,4,"lot amazing attraction lot fun . line extremely long . pricey , $ 76 entry additional $ 70 express ticket , per person .",Very fun,1/4/18,FAMILY,MaricyVieira,"Beijing, China",Beijing,China,1
0,576625972,29/4/18,OTHER,3,"went day flying back melbourne book hotel hour spare fact whole day . flight leave late evening . getting easy booked cab app , weather little bit dubious pay extra fasttrack ride however many ride working closed disappointing told prior entering park ’ gone . ’ sure weather extra safe ride working ’ really clear . still quite busy ’ huge park compare others usa . fun felt little bit cheated would go . food nice hawker everything expensive singapore become expensive .",So many rides closed,1/4/18,COUPLES,ParisMatch,"Melbourne, Australia",Melbourne,Australia,1
3,576624004,29/4/18,MOBILE,4,"loved egyptian attraction . rest look like attempt mimic disney land . 's first time , enthralling . 've seen disney epcot multiple time , 's nothing new . good priced atrociously . best eat prior entry . burn fat inside , eat bugis exiting park .","Small, rather hot but worth the money",1/4/18,COUPLES,SoaringToTheStars,"Taguig City, Philippines",Taguig City,Philippines,1
0,576530042,29/4/18,MOBILE,5,"приеду в любой город , где есть , что-то подобное , обязательно пойду ещё и ещё . я не мальчик , но несколько аттракционов захватывают дух . особо рекомендую : трансформеров , горки и мумию . не жалейте денег берите экспресс билеты , по которым не надо стоять в очереди . я поскупился и сильно пожалел .",Круто,1/4/18,NONE,Андрей М,,,,-1
0,576476802,29/4/18,MOBILE,5,"childhood dream , technology , fantassy , adventure ... one pack make universal studio . awesome experience . full day entertainment must time enjoy since morning till closure . cyclone ride dangerous made feel dead , egyptian mummy ride really touch keep eye open , 4 ride kept spellbound . dont word define happiness . great experience together thing excite age group . good indian biryani also available 15 dollar . want visit",Universal studio is brilliant creation and a must visit,1/4/18,FAMILY,Sudip R,"Thane, India",Thane,India,1
0,576436715,29/4/18,OTHER,4,"una città che è tutta un grande parco di divertimento , se si viaggia con bambino è un'attrazione che non si può evitare . nel solco della tradizione di questo tipo di parchi tematici .",Non si può mancare,1/4/18,FAMILY,Massimo M,"Rome, Italy",Rome,Italy,-1
3,576370110,28/4/18,MOBILE,1,worse experience singapore . roller coaster break n't inform people inline long 'll take fix . n't leave queue within 95 min locker ask money ca n't pay wallet trapped inside locker . wait line 90 min wasting life leave n't phone wallet locked cash inside locker ca n't pay take belonging .,Roller coaster breaks and prepare to waste your time,1/4/18,FAMILY,Viran P,"Colombo, Sri Lanka",Colombo,Sri Lanka,1
0,576267471,28/4/18,OTHER,4,"fan us past year keep coming back . great place child hang , worth money . family without young child , check day open till late , go late afternoon play till 9pm cover everything , dont queue much .",Nice day out with family. Much shorter queue time then the LA one.,1/4/18,NONE,VictorVu1984,"Sydney, Australia",Sydney,Australia,1
4,576238988,28/4/18,OTHER,4,休日はそれなりに混むと聞いたので、平日に行ってきました。 規模はその気になれば１日遊べますが、ひととおりまわろうって事であれば半日プラスαで良いかも。 セントサ島という立地がリゾートの場所で、大阪のusjとは見える景色が違うので遊びモードが満喫できます。,平日なら空いています。,1/4/18,NONE,kaori119,"Nagoya, Japan",Nagoya,Japan,-1
0,576190971,28/4/18,OTHER,5,유니버셜은 첫방문이라 기대가 컸는데 정말 재밌게 놀았어요~ 다만 설연휴에 가서 사람이 많아서 대기시간이 길었어요~ 트랜스포머는 4번이나 탔습니다 .,정말 재밌는 경험,1/2/18,COUPLES,깜투니,"Seoul, South Korea",Seoul,South Korea,-1
1,576180846,28/4/18,MOBILE,5,"attraction suitable . travelled sentosa grab taxi ( app ) many option wish experience monorail cable car . visiting day pay upgrade ‘ fast track ’ entered local shop . two option 1. fast track ride 2. fast track unlimited expensive . time constraint took first option worked well u ’ wait 15 min ride . transformer mummy excellent rollercoasters good florida california personally felt . attraction spotlessly clean , staff helpful adequate place eat site . great day .",Fabulous fun day,1/4/18,FRIENDS,Christina G,"Ringwood, United Kingdom",Ringwood,United Kingdom,1
0,576164694,27/4/18,OTHER,5,"first visit universal studio , pretty decent place lot fun ride adult well . spent one entire day checking place , fun family place definitely worth kid age group 5-15. ride age group , husband particularly enjoyed jurassic park star trek ride . lot souvenir shop , food stall , restroom kid friendly area",Good day out,1/3/18,COUPLES,Sneha D,,,,1
0,576037634,27/4/18,MOBILE,3,"park good range option older & younger kid . spotlessly clean , good access amenity laid well - everything easy navigate & get around everything want day . queue pretty horrendous - least 45 minute line popular ride , would really put u going . lot time wasted standing line , ’ go weekend .",Decent day out,1/4/18,FAMILY,MissSWact,"Avalon Beach, Australia",Avalon Beach,Australia,1
6,576016469,27/4/18,OTHER,4,"safety , security load fun - one place . well managed , lot action want make use day well , please buy express ticket online ( expensive venue ) get discount online . else ride min one hour away ( queue )",Great place for kids,1/8/17,NONE,Gurmeet K,,,,1
0,576009081,27/4/18,MOBILE,5,little troll fan day life ! park compact still lot rides/shows . hardly waiting time ride . jurassic park busy middle park . ticket expensive nice ( half ) day spent .,Great day out,1/4/18,FAMILY,Mandjje,"Sassenheim, The Netherlands",Sassenheim,The Netherlands,1
3,575952026,26/4/18,OTHER,5,"favourite place singapore ! 've universal studio singapore three time still loving ! show ride amazing ! however , make sure buy express pas ride long queue ! highly recommended everyone ! definitely back : )",A MUST VISIT!,1/4/18,COUPLES,KLCLCC,Singapore,,Singapore,1
0,575838447,26/4/18,MOBILE,4,όμορφο σημείο του νησιού στο οποίο εκτός από τα universal studio ... τριγύρω έχει αρκετά εστιατόρια διαφορετικών εθνικοτήτων και μπορείτε να απολαύσετε εξαιρετική εμπειρία σε διαφορετικές κουζίνες ...,Όμορφο,1/4/18,COUPLES,Dimitris M,"Crete, Greece",Crete,Greece,-1
1,575815591,26/4/18,MOBILE,5,"great place , hot weather , need head cover go , universal studio surround casino , hotel , ton fnb outlet",awesome,1/4/18,FRIENDS,Danny H,"Singapore, Singapore",Singapore,Singapore,1
1,575814389,26/4/18,OTHER,5,thoroughly enjoyed visit . lot ride show . worth visiting . may ready stand queue taking ride visiting weekend . otherwise great place visit . 's planned designed matching orlando universal studio .,Exciting and adventurous,1/4/18,FAMILY,Prakash_Jay,"Chennai (Madras), India",Chennai (Madras),India,1
1,575792625,26/4/18,MOBILE,5,"experience universal studio breathtaking . best outdoor activity life number 1 thing @ singapore . divided 4 theme park , perfect fusion adventure , thrill endless fun . transformer shrek show state art miss world . get wet lost world ride take groupie favorite madagascar character . require entire day avoid going sunday . n't forget pick souvenir cause wo n't get anywhere else .",Simply Breathtaking,1/4/18,FAMILY,titus m,"Pune, India",Pune,India,1
0,575790076,26/4/18,MOBILE,5,"love fact property representative answered question ask trip advisor . arrived ticket gate around 9.30 breakfast kfc harbourfront & taking scenic sentosa boardwalk island ( free ) . soon made gate headed straight transformer ride ( queue ) terrific ride . told teenage son 's wanted ride human v cylon ride would meet 11.30 going . walked madagascar & took gentle option strolled back & time ride accelerator meeting 11.30. met , son 's said also revenge mummy . wanted ride revenge mummy went ( queue ) . awesome ride . exiting ride started rain decided lunch discovery food court . lunch went jurrassic park rapid adventure , one hour queue , stood line . photo taken heard announcement one want hear , `` due inclement weather area ride stop operation notice '' ( 45 minute wasted ) . oh well , went shrek- 4d adventure inside , brilliant . exiting weather cleared queued pus boot ride ( 40 minute ) time lucky exited looked sky another storm 's way . missed 4 o'clock donkey live show headed back new york get cover , took ride sesame street spaghetti space chase & whilst waiting heard heaven open . waited cover storm go & able make donkey live 5.00 show . next went enchanted airway coaster , niece wanted go . went back jurrasic park rapid adventure , 50 minute queue . neared ride kept finger crossed & yes fun , fun , fun . almost 6.30 son 's & niece managed get ride canopy flyer . almost 7.00 ( park closing ) strolled back entrance son 's managed get another ride human . 8.00 left park shop stay open later 7.00. great day one & .",Thanks for the info,1/4/18,FAMILY,Martyn Rapps,"Phichit, Thailand",Phichit,Thailand,1
1,575671364,25/4/18,OTHER,4,"'s cheap day biggest attraction park sure worth visiting kid , enjoyed lot . daddy got mean n't invest express pas ... big mistake ! queue varied 20 minute one hour depending attraction ... waiting around sweaty heat kid reappear worth money saved .",A day out for the kids,1/3/18,FAMILY,ChinT220361,"Sant Cugat del Valles, Spain",Sant Cugat del Valles,Spain,1
0,575637938,25/4/18,OTHER,5,"us part childhood must-go place . visiting last week made cry tear joy really brought child ! ride thrilling side show amazing - cast member kind enough answer question help direction . con see : line ride pretty long take long , fall line hour transformer , mummy , shows/rides . reason , food beverage inside park ridiculously expensive ( $ 7sgd bottle water , buy $ 2 outside ) . anyways , n't dampen visit 's part us experience . recommend going galactica ride first , transformer , mummy . go 10am give ample time take photo , line wo n't take much time , park close 6:30pm .",Once-in-a-lifetime kind of experience,1/4/18,NONE,Mia P,"Mandaluyong, Philippines",Mandaluyong,Philippines,1
3,575616113,25/4/18,OTHER,4,"great place , different world completely . bought ticket direct website $ 30 extra got express pas . wednesday visited still express pas worth , although lot ride 10-15 minute wait , 3-4 main ride skipped que 40 minute wait . worth , helped u save lot time . ride express lane , case . ride maintenance , good tourist visit day . overall great experience .",Time Well Spent,1/4/18,COUPLES,Saim Idrees,,,,1
0,575584482,25/4/18,OTHER,5,"recently must say thrilling experience . full fun , thrill masti . really cool age group except kind pre-existing dangerous health issue avoid activity .",Just Gr8 Entertainment Park!!,1/2/18,SOLO,Vivek C,"Mumbai, India",Mumbai,India,1
0,575543166,24/4/18,MOBILE,5,place perfect place kid adults.the ride mesmerizing experience world.would recommend visit.just small drawback good item damn costly inside .,Awsome Experience,1/6/17,FAMILY,jatintewari,"New Delhi, India",New Delhi,India,1
1,575425490,24/4/18,MOBILE,4,"really enjoyed time universal.if u one one might small you.it flow clockwise direction.i went left apparently le queue way.go madagascar , shrek , jurassic , egypt , sci fi transformer hollywood , sesame street sesame good small kid baby slightly older kid madagascar shrek . jurassic park teenager adult love thrill enjoy return mummy.transformers 2 big rolllercoasters human cylon bring water food food slightly expensive going rapid jurassic park plan accordingly buy poncho",Good visit enjoyed my time,1/4/18,SOLO,Flitz8-A foodie travels,"Amsterdam, The Netherlands",Amsterdam,The Netherlands,1
